prompt,prompt_len,target
Iraq Denies Legal Immunity to U.S. Troops After 2011.,53,False
Taliban Using Modern Means to Add to Sway.,42,False
Making Empty Homes Less Inviting to the Uninvited.,50,False
Europe Tries to Stave Off a Reckoning.,38,False
Cease-Fire for Harvests Offers Respite in Afghanistan.,54,False
Obama Warns Pakistanis on Militants.,36,False
"Detecting a Thaw in Myanmar, U.S. Aims to Encourage Change.",59,False
Pakistan Pulls Closer to a Reluctant China.,43,False
"10 Years Into Afghan War, a Thunderous Duel.",44,False
2 Tibetan Teenagers Set Themselves on Fire in Southwest China.,62,False
Slovaks Love and Hate Euro; Bailout May Lie in Between.,55,False
"Prize or Not, Liberian Faces Tough Race to Keep Office.",55,False
"Among 3 Women Awarded Nobel Peace Prize, a Nod to the Arab Spring.",66,False
"Daughter of ‘Dirty War,’ Raised by Man Who Killed Her Parents.",62,False
Secret U.S. Memo Made Legal Case to Kill a Citizen.,51,False
"In Rare Rally, Somalis Aim at Militants.",40,False
Poland’s Centrist Leader Claims a Second Term.,46,False
Church Protests in Cairo Turn Deadly.,37,False
"At India-Bangladesh Border, Living in Both, and Neither.",56,False
U.N. Finds ‘Systematic’ Torture in Afghanistan.,47,False
Copts Denounce Egyptian Government Over Killings.,49,False
Provocateur’s Strong Showing Is a Sign of a Changing Poland.,60,False
"In Britain, Official Stays After Apology.",41,False
Sanctions Pose Growing Threat to Syria’s Assad.,47,False
Myanmar Frees Prominent Dissident; More Political Prisoners Expected to Follow.,79,False
Former Ukraine Premier Is Jailed for 7 Years.,45,False
Slovakia Rejects Euro Bailout.,30,False
Israel and Hamas Agree to Swap Prisoners for Soldier.,53,False
"A Year Out of the Dark in Chile, but Still Trapped.",51,False
"As Thailand Floods Spread, Experts Blame Officials, Not Rains.",62,False
Preparing for a Way Out of Afghanistan.,39,False
Strauss-Kahn Is Not Charged in French Case.,43,False
"Militants Aided by Iran Fired at G.I.’s in Iraq, Officials Say.",63,True
Berlusconi Barely Survives Confidence Vote.,43,False
British Defense Minister Resigns.,33,False
Citizens’ Testing Finds 20 Hot Spots Around Tokyo.,50,False
Qaddafi-Era Flag Is Said to Have Set Off Gunfire in Tripoli.,60,False
"Wild Days Behind Him, Envoy Keeps Low Profile.",46,False
"Egypt’s Military Expands Power, Raising Alarms.",47,False
Germans Condemn Police Use of Spyware.,38,False
"Buoyed by Wall St. Protests, Rallies Sweep the Globe.",53,False
"To Isolate Iran, U.S. Presses Inspectors on Nuclear Data.",57,True
Senegal Curbs a Bloody Rite for Girls and Women.,48,False
Israel Releases Names of 477 Prisoners to Be Freed in Trade.,60,False
Hollande Wins Runoff to Become Socialist Candidate for French Presidency.,73,False
Kenyan Forces Enter Somalia to Battle Militants.,48,False
Tensions Flare as G.I.’s Take Fire Out of Pakistan.,51,False
Somali Militants Threaten Kenya Over Cross-Border Troops.,57,False
"In Crowded Cairo Quarter, Islamists Try to Seize Mantle of a Revolution.",72,False
U.S. Debated Cyberwarfare in Attack Plan on Libya.,50,False
Leader Hints Quick Release of Tymoshenko Is Unlikely.,53,False
Hard Feelings Test Hope in Israel-Hamas Deal.,45,False
Taking Big Risks to See a Chinese Dissident Under House Arrest.,63,False
Battle for a Holdout City Stalls Healing in Libya.,50,False
"Amid Protests, Greece Adopts New Austerity Plan.",48,False
Violent End to an Era as Qaddafi Dies in Libya.,47,False
U.S. Officials Deliver Warning in Pakistan Over Extremists.,59,False
Basque Separatists Halt Campaign of Violence.,45,False
"Six Years After a Debilitating Stroke, Sharon Remains Responsive, His Son Says.",79,False
Qaddafi’s Death Places Focus on Arab Spring’s ‘Hard Road’.,58,False
"After Making Capture in Pipe, Displaying the Trophies of War.",61,False
Chinese Toddler Who Was Run Over Twice Dies.,44,False
Kashmir to Lift Reviled Security Law.,37,False
"U.S. Troops to Leave Iraq by Year’s End, Obama Says.",52,False
"Clinton Widens Audience in Pakistan, but Sticks to Tough Message.",65,False
"Europeans Seek Bold Debt Deal, Despite Differences.",51,False
"Death of Qaddafi Revives Opposition, and Hope, in Syria.",56,False
Seeing Limits to ‘New’ Kind of War in Libya.,44,False
Turkey and Iran Agree to Cooperate Against Kurdish Rebels on Borders.,69,True
MI5 References Emerge in Phone Hacking Lawsuit.,47,False
A Bolívar Ready to Fight Against the Bolivarian State.,54,False
"In His Last Days, Qaddafi Wearied of Fugitive’s Life.",53,False
Many Die as Eastern Turkey Is Jolted by Quake.,46,False
Tunisians Vote in a Milestone of Arab Change.,45,False
Kirchner Achieves an Easy Victory in Argentina Presidential Election.,69,False
"In Turkey, Desperate Race to Find Trapped Survivors.",52,False
"In Libya, Massacre Site Is Cleaned Up, Not Investigated.",56,False
Moderate Islamist Party Heads Toward Victory in Tunisia.,56,False
U.S. Pivots Eastward to Address Uneasy Allies.,46,False
U.S. Agencies Infiltrating Drug Cartels Across Mexico.,54,False
Yemen’s Embattled Government Calls Cease-Fire That So Far Fails to End Violence.,80,False
China Takes a Loss to Get Ahead in the Business of Fresh Water.,63,False
Europe Faces New Hurdles in Crisis Over Debt.,45,False
Haitians Train for a Future With a Military.,44,False
Europe Agrees to Basics of Plan to Resolve Euro Crisis.,55,False
China Reins In Entertainment and Blogging.,42,False
"Calling Bankers’ Bluff, Merkel Won Europe a Debt Plan.",54,False
Deal for Russia to Join W.T.O. Is Accepted by Georgians.,56,False
"In Slap at Syria, Turkey Shelters Anti-Assad Fighters.",54,False
Harassment and Evictions Bedevil Even China’s Well-Off.,55,False
Qaddafi Son Maintains Innocence as Criminal Court Cites Indirect Talks.,71,False
British Monarchy Scraps Rule of Male Succession in New Step to Modernization.,77,False
China Has Homemade Supercomputer Gain.,38,False
Europe Tries to Lure Chinese Cash to Back Rescue of Euro.,57,False
40 Killed Across Syria in Deadliest Friday Demonstrations Since May.,68,False
Joy in Russia as a Symbol of the Arts Reopens.,46,False
Western Companies See Prospects for Business in Libya.,54,False
12 Americans Die as Blast Hits Bus in Afghanistan.,50,False
U.S. Planning Troop Buildup in Gulf After Exit From Iraq.,57,False
Protests Awaken a Goliath in India.,35,False
Russian Aide Says Issues With Georgia on Joining Trade Group May Be Settled Soon.,81,False
Political Shift Seen in Rally in Pakistan.,42,False
American Identified as Bomber in Attack on African Union in Somalia.,68,False
U.S. Seeks Aid From Pakistan in Peace Effort.,45,False
Former Prime Minister Set to Win Kyrgyzstan Presidential Vote.,62,False
U.N. Says 7 Billion Now Share the World.,40,False
Syria Accused of Kidnapping 4 in Lebanon.,41,False
"For Pakistan, Deep Ties to Militant Network May Trump U.S. Pressure.",68,False
"An Exceptional Change in Zambia, and via the Ballot Box, Too.",61,False
Raucous Trial Is a Test of Haiti’s Legal System.,48,False
Greek Revolt on Bailout Vote May Oust Prime Minister.,53,False
"Obstacles Hinder Formation of Afghan Security Force, Report Says.",65,False
"In Libya, Fighting May Outlast the Revolution.",46,False
Austerity Faces Test as Greeks Question Their Ties to Euro.,59,False
Russia Stays Transfixed by a Switch at Birth.,45,False
Japan Revives a Sea Barrier That Failed to Hold.,48,False
Greek Leader Calls Off Referendum on Bailout Plan.,50,False
U.S. Report Accuses China and Russia of Internet Spying.,56,False
"Cuba to Allow Buying and Selling of Property, With Few Restrictions.",68,False
"On Road to Reconciliation, Libya Meets Trail of Anguish.",56,False
"Greek Leader Survives Vote, Bolstering Deal on Europe Debt.",59,False
Israel Intercepts Two Boats Bound for Gaza.,43,False
Italy Agrees to Allow I.M.F. to Monitor Its Progress on Debt.,61,False
Journalist’s Arrest Adds to Woes of Murdoch’s British Empire.,61,False
The Privileges of China’s Elite Include Purified Air.,53,False
Operating in the Shadows of Power in Russia.,44,False
Brazil’s Long Shadow Vexes Some Neighbors.,42,False
"Leaving Iraq, U.S. Fears New Surge of Qaeda Terror.",51,False
The Gridlock Where Debts Meet Politics.,39,False
"Relenting on Car Sales, Cuba Turns Notorious Clunkers Into Gold.",64,False
Greek Leaders Reach Deal to Form a New Government.,50,False
"Online and by Paper Airplane, Contributions Pour In to Chinese Dissident.",73,False
"Weighing Pentagon Cuts, Panetta Faces Deep Pressures.",53,False
"Pushing China’s Limits on Web, if Not on Paper.",47,False
U.S. Hangs Back as Inspectors Prepare Report on Iran’s Nuclear Program.,71,True
D.E.A. Squads Extend Reach of Drug War.,39,False
Nicaragua Is Poised to Re-elect Ortega.,39,False
"Normal Life on Pause, and a Sense of Simmering Rage.",52,False
Syria Unleashes Assault to Take an Unbowed City.,48,False
Iraqi Governor Survives Assassination Attempt.,46,False
Pre-Election Liberia Protests Turn Violent.,43,False
"Ex-Lair of Tyrant, Now Just Any Place.",38,False
"In Turmoil, Greece and Italy Deepen Euro Crisis.",48,False
"As Syria Hits City, U.N. Says Toll Climbs.",42,False
European Debt Crisis as Berlusconi’s Last Stand.,48,False
"In Overheard Comments, Sarkozy Calls Netanyahu a ‘Liar’.",56,False
U.N. Agency Says Iran Data Points to A-Bomb Work.,49,True
James Murdoch to Face More Questioning by Lawmakers.,52,False
Euro Fears Spread to Italy as the Debt Crisis Deepens.,54,False
James Murdoch Denies Misleading Parliamentary Panel.,52,False
Brazil Captures a Long-Sought Drug Lord.,40,False
"Leaving Camp Victory in Iraq, the Very Name a Question Mark.",60,False
Greece and Italy Seek a Solution From Technocrats.,50,False
Copter Crash Kills a Leader in Mexico’s Drug Fight.,51,False
Picking Brand Names in China Is a Business Itself.,50,False
"Chinese, but Not Their Leaders, Flock to U.S. Envoy.",52,False
Lebanon: Hearing on Hariri Trial.,33,False
Iraq: Two Shot After Soccer Victory.,36,False
Turkey: Ferry Hijacker Killed.,30,False
Unrest in Syria Divides a Region as a Border Never Did.,55,False
U.N. Officials Accuse Sudan of a Bombing.,41,False
Arab League Votes to Suspend Syria Over Crackdown.,50,False
"Even as Governments Act, Time Runs Short for Euro.",50,False
Rio Slum Is ‘Pacified’ in Advance of Games.,43,False
"With Clock Ticking, an Economist Accepts a Mandate to Rescue Italy.",67,False
"Neo-Nazis Suspected in Long Wave of Crimes, Including Murders, in Germany.",74,False
Karzai Call for Meeting of Elders Questioned.,45,False
Qatar Wields an Outsize Influence in Arab Politics.,51,False
Merkel Urges More Unified Continent to Save Euro.,49,False
Indian State’s Roads Become a Protest Tool.,43,False
A U.S. Marine Base for Australia Irritates China.,49,False
U.S. Hones Warnings to Egypt as Military Stalls Transition.,59,False
African Union Considers Sending Ethiopian Troops to Somalia.,60,False
Nude Blogger Riles Egyptians of All Stripes.,44,False
Group in U.S. Hoped for Big Payday in Offer to Help Qaddafi.,60,False
Utility Reform Eluding Japan After Nuclear Plant Disaster.,58,False
Hamas-Appointed Court Fines Gaza Banks.,39,False
European Rift on Bank’s Role in Debt Relief.,44,False
"As Myanmar Eases Controls, U.S. Sees Diplomatic Opening.",56,False
Egypt Islamists Demand the End of Military Rule.,48,False
New Calls to Press Syria From France and Turkey.,48,False
Satirizing Putin With Boldly Poetic Flair.,42,False
"After a Horrific Crash, a Stark Depiction of Injustice in China.",64,False
Fate of a U.S. Base Heightens Tensions in Iraq’s Contested North.,65,False
Violent Protests in Egypt Pit Thousands Against Police.,55,False
Sectarian Strife in City Bodes Ill for All of Syria.,52,False
"Facing Calls to Give Up Power, Egypt’s Military Battles Crowds.",63,False
New Phase for Syria in Attacks on Capital.,42,False
Spanish Voters Deal a Blow to Socialists Over the Economy.,58,False
"Ethiopian Troops Said to Enter Somalia, Opening New Front Against Militants.",76,False
Balancing U.S. Policy on an Ally in Transition.,47,False
Egypt’s Cabinet Offers to Resign as Protests Rage.,50,False
Dissident Leader Expected to Run for Myanmar Parliament.,56,False
Bahrain Is Nervously Awaiting Report on Its Forgotten Revolt.,61,False
Libya Tries to Build Army That Can March Straight and Defang Militias.,70,False
"France, and Sarkozy, Look Vulnerable as Euro Crisis Persists.",61,False
Deal to Hasten Transition in Egypt Is Jeered at Protests.,57,False
South Africa Passes Law to Restrict Reporting of Government Secrets.,68,False
Pakistan’s Ambassador to the U.S. Is Forced Out.,48,False
The Old Order Stifles the Birth of a New Egypt.,47,False
New Winds in Mideast Favor Hamas.,33,False
Chaos Builds in the Streets of Cairo as a Truce Fails.,54,False
Yemen’s Leader Agrees to End 3-Decade Rule.,43,False
Egypt Military and Protesters Dig In for a Long Standoff.,57,False
German Leader Rules Out Rapid Action on the Euro.,49,False
"After Nearly 9 Years of War, Too Many Widows.",45,False
African Union Force Makes Strides Inside Somalia.,49,False
"Irish Palates, Enticed by Other Carbs, Are Losing Their Taste for a Signature Starch.",85,False
"For U.S., Risks in Pressing Egypt to Speed Civilian Rule.",57,False
Inquiry Into Press Tactics Turns the Tables on Tabloids.,56,False
Egypt Military Tries to Woo Wider Public to Keep Power.,55,False
Tensions Flare Between U.S. and Pakistan After Strike.,54,False
"Post-Uprising, a New Battle.",28,False
"Isolating Syria, Arab League Imposes Broad Sanctions.",53,False
"In Russia, Evidence of Misstep by Putin.",40,False
"In Fog of War, Rift Widens Between U.S. and Pakistan.",53,False
Greeks Balk at Paying Steep New Property Tax.,45,False
Euro Zone Leaders Weigh New Budget Rules.,41,False
Egypt’s Turmoil Overshadows First Post-Mubarak Vote.,52,False
"In a Surprise, Calm Prevails in Egypt’s Elections.",50,False
"Lana Peters, Stalin’s Daughter, Dies at 85.",43,False
Militants Turn to Death Squads in Afghanistan.,46,False
British Inquiry Is Told Hacking Is Worthy Tool.,47,False
"In Myanmar, Government Reforms Win Over Some Skeptics.",54,False
"Outsourcing Giant Finds It Must Be Client, Too.",47,False
Islamists Say They Have Mandate in Egypt Voting.,48,False
"For Afghan Woman, Justice Runs Into Unforgiving Wall of Custom.",63,False
German Fears About Inflation Stall Bold Steps in Debt Crisis.,61,False
U.N. Says Action Needed to Prevent Civil War in Syria.,54,False
Syrians Say They Are Feeling the Grip of Sanctions.,51,False
U.S. Agents Launder Mexican Profits of Drug Cartels.,52,False
"Alarmed by Independent Candidates, Chinese Authorities Crack Down.",66,False
Majority for Putin’s Party Narrows in Rebuke From Voters.,57,False
Leaders Piece Together an Effort to Keep the Euro Intact.,57,False
"For Turkey, Lure of Tie to Europe Is Fading.",44,False
Sarkozy and Merkel Push for Changes to Europe Treaty.,53,False
"Voters Watch Polls in Russia, and Fraud Is What They See.",57,False
Global Witness Quits Group on ‘Blood Diamonds’.,47,False
"Syria Offers to Allow Observers, With Strings.",46,False
Aid Agencies in Afghanistan Fear Reversals After U.S. Exit.,59,False
Rare Attacks on Shiites Kill Scores in Afghanistan.,51,False
"U.S. to Aid Gay Rights Abroad, Obama and Clinton Say.",53,False
Japan Split on Hope for Vast Radiation Cleanup.,47,False
Merkel’s Path: Brinkmanship for Debt Crisis.,44,False
Britain Suffers as a Bystander to the Euro’s Crisis.,52,False
Putin Contends Clinton Incited Unrest Over Vote.,48,False
Rousing Russia With a Phrase.,29,False
Rally Defying Putin’s Party Draws Tens of Thousands.,52,False
"Boosted by Putin, Russia’s Middle Class Turns on Him.",53,False
Detainee in Iraq Poses a Dilemma as U.S. Exit Nears.,52,False
Chronic Pain for the Euro.,26,False
Russian Mogul Joins the Race Against Putin.,43,False
Premier’s Actions in Iraq Raise U.S. Concerns.,46,False
New Challenge to a Murdoch Over Hacking.,40,False
Beirut Bank Seen as a Hub of Hezbollah’s Financing.,51,False
Village Revolts Over Inequities of Chinese Life.,48,False
Junkyard Gives Up Secret Accounts of Massacre in Iraq.,54,False
"On TV, Putin Is Dismissive of Critics Far and Near.",51,False
Statue Deepens Dispute Over Wartime Sexual Slavery.,51,False
"U.S. Marks End to 9-Year War, Leaving an Uncertain Iraq.",56,False
"Italy’s Leader Offers Tax Increases, but No Deep Reforms.",57,False
"Millions From Diamonds Go to Mugabe, Observers Say.",51,False
"In Strikes on Libya by NATO, an Unspoken Civilian Toll.",55,False
"Vaclav Havel, Former Czech President, Dies at 75.",49,False
Pakistani Crisis Prompts Leader to Race Home.,45,False
"Kim Jong-il, North Korean Dictator, Dies.",41,False
"As Violence Continues, Egyptian General Blames Protesters.",58,False
Arrest Order for Sunni Leader in Iraq Opens New Rift.,53,False
U.S. Considers Combating Somali Militants’ Twitter Use.,55,False
Kim’s Heir Likely to Focus on Stability.,40,False
"In Kim’s Undetected Death, Sign of Nation’s Opacity.",52,False
"Syria Agrees to Allow Outside Observers, but Activists Remain Wary.",67,False
Mass March by Cairo Women in Protest Over Abuse by Soldiers.,60,False
CNN Talk Show Host Is Questioned in British Inquiry.,52,False
U.S. General in Afghanistan Says Troops May Stay Past 2014.,59,False
"North Korea’s Tears: A Blend of Cult, Culture and Coercion.",59,False
Prime Minister Puts Power-Sharing at Risk in Iraq.,50,False
Scaling Caste Walls With Capitalism’s Ladders in India.,55,False
U.S. Report Faults Two Sides in Deadly Pakistan Strike.,55,False
Buzz Over Who’s Not in North Korea Picture(s).,46,False
North Korea Warns South to Show ‘Respect’ for Kim Jong-il.,58,False
"Rumors Buzz, but Pakistan’s Military Denies Talk of Coup.",57,False
"Young and Connected, ‘Office Plankton’ Protesters Surprise Russia.",66,False
Clash Over Regional Power Spurs Iraq’s Sectarian Rift.,54,False
Vast Rally in Moscow Is a Challenge to Putin’s Power.,53,False
U.S. Embraces a Low-Key Response to Turmoil in Iraq.,52,False
Suicide Bomber Strikes Funeral in Afghanistan.,46,False
Nigerian Group Escalates Violence With Church Attacks.,54,False
Sudan’s Government Says Powerful Rebel Leader Is Dead.,54,False
A Village in Revolt Could Be a Harbinger for China.,51,False
U.S. Prepares for a Curtailed Relationship With Pakistan.,57,False
China Jails Writer for Subversion.,34,False
"Syria Observers Urged to Hurry to Homs, Where Death Toll Keeps Rising.",70,False
Contaminated Milk Is Destroyed in China.,40,False
U.S. Report Faults NATO Delays on Pakistan Strike.,50,False
Israel TV Station’s Troubles Reflect a Larger Political Battleground.,69,False
Pakistan Prime Minister Says No Plans to Dismiss Military Chiefs.,65,False
Fiscal Crisis Takes Toll on Health of Greeks.,45,False
Kazakhstan: President Fires Son-in-Law.,39,False
11 Detained Over Attack at a Store in London.,45,False
North Korea Asks South to Restore Deal to Spur Investment.,58,False
Lower House of Indian Parliament Passes Anticorruption Measure.,63,False
Architect of Russia’s Political System Under Putin Is Reassigned.,65,False
Iranian Court Begins Trial of U.S. Man.,39,True
"Iran Threatens to Block Oil Shipments, as U.S. Prepares Sanctions.",66,True
"For Somali Women, Pain of Being a Spoil of War.",47,False
"Israeli Girl, 8, at Center of Tension Over Religious Extremism.",63,False
Court in Egypt Says Rights of Women Were Violated.,50,False
Cancer Found in President of Argentina.,39,False
Military to Lend $1 Billion to Bolster Egypt’s Currency.,56,False
"Unlikely Agitator, an Insider, Speaks Out Against Electoral Fraud in Russia.",76,False
"Deeply Hated, but Present: A U.S. Touch at Kim’s End.",53,False
Weapons Sales to Iraq Move Ahead Despite U.S. Worries.,54,False
"In One Slum, Misery, Work, Politics and Hope.",45,False
Samoa Sacrifices a Day for Its Future.,38,False
"Disputed Voting Turns Church, a Kremlin Ally, Into Its Critic.",62,False
Ukraine Sends Opposition Leader to Remote Prison.,49,False
Reports Describe Deadly Clash in Restive China Region.,54,False
Egypt Vows to End Crackdown on Nonprofits.,42,False
"As Spain Acts to Cut Deficit, Regional Debts Add to Woe.",56,False
"Hunt for Gas Hits Fragile Soil, and South Africans Fear Risks.",62,False
Many of India’s Poor Turn to Private Schools.,45,False
A Chinese Official Tests a New Political Approach.,50,False
Orphans’ Defender Jostles With Afghan Corruption.,49,False
"In Tsunami Aftermath, ‘Road to Future’ Unsettles a Village.",59,False
"China TV Grows Racy, and Gets a Chaperon.",41,False
A Push to Privatize Pennsylvania Liquor Stores.,47,False
"Wisconsin State Workers Fret, as G.O.P. Takes Over.",51,False
"In California, Few Signs of Transition.",39,False
Political Battle on Illegal Immigration Shifts to States.,57,False
Boomers Hit New Self-Absorption Milestone: Age 65.,50,False
G.O.P. Newcomers Set Out to Undo Obama Victories.,49,False
G.O.P. Sets Up Huge Target for Budget Ax.,41,False
Birthright Citizenship Looms as Next Immigration Battle.,56,False
"Cheney Is Back, With Heart Pump and New Outlook.",48,False
"As Boehner Ascends, His Power Comes With Caveats.",49,False
"Taking Control, G.O.P. Overhauls Rules in House.",48,False
Obama Turning to Experienced Hands as He Remakes Staff.,55,False
"A Son of the Bayou, Torn Over the Shrimping Life.",49,False
Business Background Defines Chief of Staff.,43,False
Pentagon Seeks Biggest Military Cuts Since Before 9/11.,55,False
WikiLeaks Cables Make Appearance in a Tale of Sunken Treasure and Nazi Theft.,77,False
Scope and Pace of Gulf Cleanup Is Criticized.,45,False
Rift in Arizona as Latino Class Is Found Illegal.,49,False
"Obama’s Top Aide a Tough, Decisive Negotiator.",46,False
"A U.S. Portrait, in Numbers.",28,False
"In Attack’s Wake, Political Repercussions.",42,False
Bloodshed Puts New Focus on Vitriol in Politics.,48,False
Evidence Points to Methodical Planning.,39,False
"At Giffords’s Synagogue, Prayers for Recovery.",46,False
"Terror Accusations, but Perjury Charges.",40,False
U.S. Backs Drug Firms in Lawsuit Over Prices.,45,False
Suspect’s Odd Behavior Caused Growing Alarm.,44,False
"A Single, Terrifying Moment: Shots Fired, a Scuffle and Some Luck.",66,False
"In Illinois, a Giant Deficit Leads to Talk of a Giant Tax Increase.",67,False
Shooting Suspect Waives Bail and Is Ruled ‘a Danger’.,53,False
"In Tucson, Guns Have a Broad Constituency.",42,False
"In Giffords’s District, a Long History of Tension.",50,False
Legal Strategy Could Hinge on Mental Assessment.,48,False
Police Say They Visited Tucson Suspect’s Home Even Before Rampage.,66,False
"‘Creepy,’ ‘Very Hostile’: A College Recorded Its Fears.",55,False
Obama Calls for a New Era of Civility in U.S. Politics.,55,False
Tucson Pauses in Grief for the Youngest Victim.,47,False
"A Clamor for Gun Limits, but Few Expect Real Changes.",53,False
G.O.P. Elects a New Chairman as Steele Drops Out.,49,False
"From Bloody Scene to E.R., Lifesaving Choices in Tucson.",56,False
U.S. Bills States $1.3 Billion in Interest Amid Tight Budgets.,62,False
"For Giffords, Tucson Roots Shaped Views.",40,False
Looking Behind the Mug-Shot Grin.,33,False
Budget Worries Push Governors to Same Mind-Set.,47,False
"Parenting by Gays More Common in the South, Census Shows.",57,False
U.S. Prepares to Lift Ban on Guantánamo Cases.,46,False
G.O.P. Bloc Presses Leaders to Slash Even More.,47,False
"Across Country, Lawmakers Push Abortion Curbs.",46,False
"In Tucson, Solace From Relatives of Past Killers.",49,False
Obama to Press Centrist Agenda in His Address.,46,False
The Thorny Path to a National Black Museum.,43,False
"State of Union Near, G.O.P. Draws Line on Spending.",51,False
Ruling Blocks Emanuel’s Bid in Chicago Run.,43,False
"N.R.A. Stymies Firearms Research, Scientists Say.",49,False
"In Firearms Research, Cause Is Often the Missing Element.",57,False
Obama Calls for Bipartisan Effort to Fight for U.S. Jobs.,57,False
G.O.P. Splits Over Plans to Cut Defense Budget.,47,False
Court Allows Emanuel on Ballot for Chicago Mayor.,49,False
"In Chicago Race, a Fight Over the Meaning of Reside.",52,False
Agencies in Cost-Cutting California Told Not to Buy New Cars.,61,False
"Once Popular, Car Pools Go the Way of Hitchhiking.",50,False
"For Governors, Medicaid Looks Ripe for Slashing.",48,False
"Eleanor Galenson, Expert on Children’s Sexual Identity, Dies at 94.",67,False
Rough Side of Chicago Shakes Race for City Hall.,48,False
New York City Investigates Arizona Gun Show.,44,False
Protesters Take On Conservative Retreat.,40,False
Federal Judge Rules That Health Law Violates Constitution.,58,False
G.O.P. Governors Take Aim at Teacher Tenure.,44,False
Public Drawn to Choice by Giffords’s Husband.,45,False
Snow and Ice Paralyze Texas From Rio Grande to Oklahoma Border.,63,False
"In Census, Young Americans Increasingly Diverse.",48,False
"It May Be a Sputnik Moment, but Science Fairs Are Lagging.",58,False
"René Verdon, French Chef for the Kennedys, Dies at 86.",54,False
States Struggle to Disarm People Who’ve Lost Right to Own Guns.,63,False
Obama Plans to Rescue States With Debt Burdens.,47,False
Counting by Race Can Throw Off Some Numbers.,44,False
House Republicans Battle Turmoil in Their Ranks.,48,False
Hospitals Shift Smoking Bans to Smoker Ban.,43,False
Republican Leaders Yield to a Push for More Budget Cuts.,56,False
Obama’s Budget Seeks Deep Cuts in Domestic Spending.,52,False
"For Some Troops, Powerful Drug Cocktails Have Deadly Results.",61,False
No Argument: Thomas Keeps 5-Year Silence.,41,False
"Charles E. Silberman, Who Wrote About Racism in the U.S., Dies at 86.",69,False
"Word and Lyric, Giffords Labors to Speak Again.",47,False
Obama’s Budget Focuses on Path to Rein In Deficit.,50,False
"Police Departments Downsize, From 4 Legs to 2.",46,False
"Obama, Conceding Budget’s Limitations, Seeks Consensus.",55,False
Angry Demonstrations in Wisconsin as Cuts Loom.,47,False
"Staying in Touch With Home, for Better or Worse.",48,False
Fervent G.O.P. Freshmen Ignite Budget Fight.,44,False
Digital Age Is Slow to Arrive in Rural America.,47,False
Wisconsin Leads Way as Workers Fight State Cuts.,48,False
"As House Votes to Cut $60 Billion, Standoff Looms.",50,False
"Hiding Details of Dubious Deal, U.S. Invokes National Security.",63,False
Nevada Seeks to Cut Funds for Treating Gambling Addiction.,58,False
Deficits Reshape the Debate as Republicans Jockey for 2012.,59,False
Marking Davis’s Confederate Inauguration.,41,False
"As Republicans See a Mandate on Budget Cuts, Others See Risk.",61,False
Union Bonds in Wisconsin Begin to Fray.,39,False
Emanuel Triumphs in Chicago Mayoral Race.,41,False
"In Shift, U.S. Says Marriage Act Blocks Gay Rights.",51,False
Life on the Run for Democrats in Union Fights.,46,False
"A Star Turn for Stuttering, On-Screen and in Research.",54,False
"Christian Lambertsen, Inventor of Scuba Precursor, Dies at 93.",62,False
"Rallies for Labor, in Wisconsin and Beyond.",43,False
Regulation Lax as Gas Wells’ Tainted Water Hits Rivers.,55,False
"On the Stump, Gingrich Puts Focus on Faith.",43,False
Governors Look for Means to Cope With Budgets.,46,False
"White House Sweats, and He’s the Cause.",39,False
Unions Debate What to Give to Save Bargaining.,46,False
Obama Backs Easing State Health Law Mandates.,45,False
Majority in Poll Back Employees in Public Sector Unions.,56,False
"In Shadow of 1995, G.O.P. Freshmen Stand Firm.",46,False
Wastewater Recycling No Cure-All in Gas Process.,48,False
Justices Rule for Protesters at Military Funerals.,50,False
Wife’s Charity Offers Corporate Tie to a Governor.,50,False
Pressure Limits Efforts to Police Drilling for Gas.,51,False
"A Tasty Fungus, Stirring Dreams and Lawsuits.",45,False
"In Philadelphia, New Cases Loom in Priest Scandal.",50,False
"To Quiet Critics, Romney Puts 2012 Focus on Jobs.",49,False
White House Seeks to Allay Muslims’ Fears on Terror Hearings.,61,False
Drawing U.S. Crowds With Anti-Islam Message.,44,False
"For Lawmaker Examining Terror, a Pro-I.R.A. Past.",49,False
Wisconsin Senate Limits Bargaining by Public Workers.,53,False
"In Wisconsin Battle on Unions, State Democrats See a Gift.",58,False
Campaigning as All Things to All Republicans.,45,False
"On Twitter, ‘What a Party!’ Brings an Envious ‘Enough, Already!’.",65,False
Black and White and Married in the Deep South: A Shifting Image.,64,False
"Unmarried Pastor, Seeking a Job, Sees Bias.",43,False
Detroit Census Confirms a Desertion Like No Other.,50,False
Census Data Presents Rise in Multiracial Population of Youths.,62,False
"Many U.S. Blacks Moving to South, Reversing Trend.",50,False
Lobbyists’ Long Effort to Revive Nuclear Industry Faces New Test.,65,False
Budget Impasse Increasing Risk of U.S. Shutdown.,48,False
Iowa May Turn G.O.P.’s Focus to Social Issues.,46,False
"A Girl’s Nude Photo, and Altered Lives.",39,False
"Hardly Settled in House, but Already in Hot Seat.",49,False
"Arriving as Pregnant Tourists, Leaving With American Babies.",60,False
3-Month Nightmare Emerges in Rape Inquiry.,42,False
Odd Alliance: Business Lobby and Tea Party.,43,False
An Arizona Senate Race Waits to See if Giffords Emerges to Run.,63,False
Pastor Who Burned Koran Demands Retribution.,44,False
Koran-Burning Pastor Unrepentant in Face of Furor.,50,False
